doc_id,table_id,gpt-4o
1727422202,page3_table3,0.6403508771929828
1727422202,page1_table2,0.17512783850059707
1727422202,page3_table2,0.8713151927437618
1727422202,page1_table1,0.4045105548864948
1727422202,page2_table1,0.8359028767348936
1727425836,page13_table2,0.12415824915824918
1727425836,page15_table1,0.03986928104575163
1727425836,page16_table2,0.03296232876712329
1727425836,page10_table2,0.02675240136540446
1727425836,page10_table1,0.0782480218194504
1727425836,page21_table2,0.0
1727425836,page16_table1,0.20496894409937882
1727425836,page6_table1,0.17910353074705443
1727425836,page11_table2,0.07231960899724056
1727425836,page15_table2,0.08214285714285713
1727425836,page1_table2,0.4100627136791888
1727425836,page14_table1,0.03633217993079585
1727425836,page4_table1,0.7333333333333333
1727425836,page14_table2,0.10094246031746032
1727425836,page21_table1,0.08571428571428572
1727425836,page9_table1,0.04073260073260074
1727425836,page13_table1,0.054254634254634254
1727425836,page7_table1,0.21372708054127088
1727425836,page18_table1,0.029411764705882353
1727425836,page17_table1,0.025089605734767026
1727425836,page20_table1,0.024999999999999998
1727425836,page18_table4,0.06900482558377295
1727425836,page12_table1,0.050914772017134215
1727425836,page3_table1,0.1513322163085617
1727425836,page17_table2,0.05322128851540617
1727425836,page1_table1,0.4210282092635034
1727425836,page20_table2,0.09000000000000001
1727425836,page19_table2,0.17246947654917294
1727425836,page19_table1,0.19957772844020719
1727425836,page12_table2,0.0656075976856376
1727425836,page16_table3,0.09634911656970482
1727425836,page11_table1,0.04788069073783359
1727425836,page18_table2,0.07892107892107893
1727425836,page5_table1,0.3700431869047853
1727425836,page18_table3,0.06419614867890729
1727425859,page13_table2,0.6850786468433526
1727425859,page10_table1,0.6850786468433526
1727425859,page6_table1,0.6624160561660561
1727425859,page8_table1,0.8219890040383396
1727425859,page9_table1,0.7552856601299506
1727425859,page13_table1,0.6797565179918119
1727425859,page7_table1,0.681927386339151
1727425859,page12_table1,0.6777265745007679
1727425859,page11_table1,0.6855580693815986
1727427733,page7_table2,0.9433619325536619
1727427733,page5_table4,0.872487739533194
1727427733,page6_table1,0.8626558000822706
1727427733,page8_table1,0.8859265734265734
1727427733,page9_table3,0.8232392607392608
1727427733,page8_table5,0.8896103896103895
1727427733,page4_table1,0.8804310826613031
1727427733,page9_table1,0.9439331200200765
1727427733,page7_table1,0.9520921434455268
1727427733,page8_table2,0.8143106893106893
1727427733,page3_table1,0.8036198848863788
1727427733,page7_table5,0.9035964035964036
1727427733,page8_table3,0.8198051948051946
1727427733,page7_table4,0.9529392634655793
1727427733,page8_table4,0.8818181818181818
1727427733,page7_table3,0.9073801590566296
1727427733,page5_table2,0.9275328981762653
1727427733,page5_table3,0.887878787878788
1727427733,page5_table1,0.9148692577264006
1727427733,page9_table2,0.9456204085258605
1727427733,page6_table2,0.9067283710441604
