doc_id,table_id,gpt-4o
1727422202,page3_table3,0.8631578947368422
1727422202,page1_table2,0.2833333333333334
1727422202,page3_table2,0.9360902255639115
1727422202,page1_table1,0.46825396825396814
1727422202,page2_table1,0.9082125603864731
1727425836,page13_table2,0.45454545454545453
1727425836,page15_table1,0.23529411764705882
1727425836,page16_table2,0.25
1727425836,page10_table2,0.058823529411764705
1727425836,page10_table1,0.6285714285714286
1727425836,page21_table2,0.0
1727425836,page16_table1,0.5652173913043478
1727425836,page6_table1,0.37777777777777777
1727425836,page11_table2,0.6944444444444443
1727425836,page15_table2,0.8571428571428571
1727425836,page1_table2,0.5882352941176471
1727425836,page14_table1,0.23529411764705882
1727425836,page4_table1,0.7333333333333333
1727425836,page14_table2,1.0
1727425836,page21_table1,0.8571428571428571
1727425836,page9_table1,0.2857142857142857
1727425836,page13_table1,0.4545454545454546
1727425836,page7_table1,0.37037037037037035
1727425836,page18_table1,0.23529411764705882
1727425836,page17_table1,0.4
1727425836,page20_table1,0.19999999999999998
1727425836,page18_table4,1.0
1727425836,page12_table1,0.3989501312335958
1727425836,page3_table1,0.3146067415730337
1727425836,page17_table2,0.6274509803921569
1727425836,page1_table1,0.5882352941176471
1727425836,page20_table2,0.4
1727425836,page19_table2,0.35294117647058826
1727425836,page19_table1,0.6153846153846153
1727425836,page12_table2,0.5517241379310345
1727425836,page16_table3,1.0
1727425836,page11_table1,0.30952380952380953
1727425836,page18_table2,0.5454545454545454
1727425836,page5_table1,0.5185185185185185
1727425836,page18_table3,0.4
1727425859,page13_table2,0.7205882352941176
1727425859,page10_table1,0.7205882352941176
1727425859,page6_table1,0.7250000000000001
1727425859,page8_table1,0.8833333333333334
1727425859,page9_table1,0.7941176470588235
1727425859,page13_table1,0.7205882352941176
1727425859,page7_table1,0.7205882352941176
1727425859,page12_table1,0.71875
1727425859,page11_table1,0.7205882352941176
1727427733,page7_table2,0.9642857142857143
1727427733,page5_table4,0.8977272727272729
1727427733,page6_table1,0.9
1727427733,page8_table1,0.9666666666666667
1727427733,page9_table3,0.9285714285714286
1727427733,page8_table5,0.9285714285714286
1727427733,page4_table1,0.8874458874458876
1727427733,page9_table1,0.9714285714285714
1727427733,page7_table1,0.9714285714285714
1727427733,page8_table2,0.9285714285714286
1727427733,page3_table1,0.8080808080808078
1727427733,page7_table5,0.9285714285714286
1727427733,page8_table3,0.9285714285714286
1727427733,page7_table4,0.9761904761904762
1727427733,page8_table4,0.9
1727427733,page7_table3,0.98
1727427733,page5_table2,0.9714285714285714
1727427733,page5_table3,0.9714285714285714
1727427733,page5_table1,0.9523809523809523
1727427733,page9_table2,0.9841269841269841
1727427733,page6_table2,0.9942857142857143
